0.317647,0.317647,1.000000
1.000000,0.788235,0.788235
1.000000,0.992157,0.992157
0.788235,0.788235,1.000000
1.000000,0.317647,0.317647
0.552941,0.552941,1.000000
0.913725,0.913725,1.000000
0.992157,0.992157,1.000000
1.000000,0.913725,0.913725
1.000000,0.552941,0.552941
0.270588,0.270588,1.000000
0.819608,0.819608,1.000000
1.000000,0.992157,0.992157
1.000000,0.819608,0.819608
1.000000,0.270588,0.270588
1.000000,0.662745,0.662745
1.000000,0.694118,0.694118
0.992157,0.992157,1.000000
0.694118,0.694118,1.000000
0.662745,0.662745,1.000000
1.000000,0.035294,0.035294
1.000000,0.741176,0.741176
1.000000,0.992157,0.992157
0.741176,0.741176,1.000000
0.035294,0.035294,1.000000
0.474510,0.474510,1.000000
1.000000,0.850980,0.850980
1.000000,0.992157,0.992157
0.850980,0.850980,1.000000
1.000000,0.474510,0.474510
0.772549,0.772549,1.000000
0.945098,0.945098,1.000000
0.992157,0.992157,1.000000
1.000000,0.945098,0.945098
1.000000,0.772549,0.772549
0.788235,0.788235,1.000000
0.913725,0.913725,1.000000
1.000000,0.992157,0.992157
1.000000,0.913725,0.913725
1.000000,0.788235,0.788235
1.000000,0.803922,0.803922
1.000000,0.898039,0.898039
0.992157,0.992157,1.000000
0.898039,0.898039,1.000000
0.803922,0.803922,1.000000
1.000000,0.427451,0.427451
1.000000,0.992157,0.992157
1.000000,0.992157,0.992157
0.992157,0.992157,1.000000
0.427451,0.427451,1.000000
0.364706,0.364706,1.000000
1.000000,0.913725,0.913725
1.000000,0.992157,0.992157
0.913725,0.913725,1.000000
1.000000,0.364706,0.364706
0.772549,0.772549,1.000000
0.945098,0.945098,1.000000
1.000000,0.992157,0.992157
1.000000,0.945098,0.945098
1.000000,0.772549,0.772549
0.803922,0.803922,1.000000
0.960784,0.960784,1.000000
0.992157,0.992157,1.000000
1.000000,0.960784,0.960784
1.000000,0.803922,0.803922
1.000000,0.788235,0.788235
1.000000,0.898039,0.898039
1.000000,0.992157,0.992157
0.898039,0.898039,1.000000
0.788235,0.788235,1.000000
1.000000,0.364706,0.364706
1.000000,0.992157,0.992157
1.000000,0.992157,0.992157
0.992157,0.992157,1.000000
0.364706,0.364706,1.000000
0.474510,0.474510,1.000000
1.000000,0.898039,0.898039
1.000000,0.992157,0.992157
0.898039,0.898039,1.000000
1.000000,0.474510,0.474510
0.819608,0.819608,1.000000
0.960784,0.960784,1.000000
1.000000,0.992157,0.992157
1.000000,0.960784,0.960784
1.000000,0.819608,0.819608
0.819608,0.819608,1.000000
0.976471,0.976471,1.000000
1.000000,0.992157,0.992157
1.000000,0.976471,0.976471
1.000000,0.819608,0.819608
1.000000,0.788235,0.788235
1.000000,0.898039,0.898039
1.000000,0.992157,0.992157
0.898039,0.898039,1.000000
0.788235,0.788235,1.000000
1.000000,0.474510,0.474510
0.976471,0.976471,1.000000
0.992157,0.992157,1.000000
1.000000,0.976471,0.976471
0.474510,0.474510,1.000000
0.176471,0.176471,1.000000
0.929412,0.929412,1.000000
1.000000,0.992157,0.992157
1.000000,0.929412,0.929412
1.000000,0.176471,0.176471
0.725490,0.725490,1.000000
0.819608,0.819608,1.000000
0.992157,0.992157,1.000000
1.000000,0.819608,0.819608
1.000000,0.725490,0.725490
0.866667,0.866667,1.000000
0.960784,0.960784,1.000000
1.000000,0.992157,0.992157
1.000000,0.960784,0.960784
1.000000,0.866667,0.866667
1.000000,0.662745,0.662745
1.000000,0.882353,0.882353
1.000000,0.992157,0.992157
0.882353,0.882353,1.000000
0.662745,0.662745,1.000000
1.000000,0.239216,0.239216
1.000000,0.945098,0.945098
0.992157,0.992157,1.000000
0.945098,0.945098,1.000000
0.239216,0.239216,1.000000
