0.000000,0.000000,0.332941
0.000000,0.000000,0.300000
0.000000,0.000000,0.300000
0.000000,0.000000,0.300000
0.000000,0.000000,0.332941
0.000000,0.000000,0.552549
0.000000,0.000000,0.585490
0.000000,0.000000,0.486667
0.000000,0.000000,0.585490
0.000000,0.000000,0.552549
0.000000,0.000000,0.300000
0.000000,0.000000,0.453725
0.000000,0.000000,0.365882
0.000000,0.000000,0.453725
0.000000,0.000000,0.300000
0.000000,0.000000,0.300000
0.000000,0.000000,0.300000
0.000000,0.000000,0.300000
0.000000,0.000000,0.300000
0.000000,0.000000,0.300000
0.000000,0.000000,0.892941
0.000000,0.000000,0.739216
0.000000,0.000000,0.651373
0.000000,0.000000,0.739216
0.000000,0.000000,0.892941
1.000000,0.443137,0.443137
0.994118,0.000000,0.000000
0.970588,0.000000,0.000000
0.994118,0.000000,0.000000
1.000000,0.443137,0.443137
0.900000,0.000000,0.000000
0.594118,0.000000,0.000000
0.539216,0.000000,0.000000
0.594118,0.000000,0.000000
0.900000,0.000000,0.000000
1.000000,0.019608,0.019608
0.656863,0.000000,0.000000
0.594118,0.000000,0.000000
0.656863,0.000000,0.000000
1.000000,0.019608,0.019608
1.000000,0.160784,0.160784
0.758824,0.000000,0.000000
0.703922,0.000000,0.000000
0.758824,0.000000,0.000000
1.000000,0.160784,0.160784
1.000000,0.458824,0.458824
1.000000,0.082353,0.082353
0.986275,0.000000,0.000000
1.000000,0.082353,0.082353
1.000000,0.458824,0.458824
1.000000,0.411765,0.411765
0.907843,0.000000,0.000000
0.798039,0.000000,0.000000
0.907843,0.000000,0.000000
1.000000,0.411765,0.411765
0.939216,0.000000,0.000000
0.609804,0.000000,0.000000
0.500000,0.000000,0.000000
0.609804,0.000000,0.000000
0.939216,0.000000,0.000000
0.907843,0.000000,0.000000
0.554902,0.000000,0.000000
0.500000,0.000000,0.000000
0.554902,0.000000,0.000000
0.907843,0.000000,0.000000
0.986275,0.000000,0.000000
0.656863,0.000000,0.000000
0.531373,0.000000,0.000000
0.656863,0.000000,0.000000
0.986275,0.000000,0.000000
1.000000,0.411765,0.411765
0.947059,0.000000,0.000000
0.845098,0.000000,0.000000
0.947059,0.000000,0.000000
1.000000,0.411765,0.411765
1.000000,0.490196,0.490196
0.978431,0.000000,0.000000
0.962745,0.000000,0.000000
0.978431,0.000000,0.000000
1.000000,0.490196,0.490196
1.000000,0.082353,0.082353
0.680392,0.000000,0.000000
0.641176,0.000000,0.000000
0.680392,0.000000,0.000000
1.000000,0.082353,0.082353
1.000000,0.082353,0.082353
0.649020,0.000000,0.000000
0.609804,0.000000,0.000000
0.649020,0.000000,0.000000
1.000000,0.082353,0.082353
1.000000,0.113725,0.113725
0.680392,0.000000,0.000000
0.656863,0.000000,0.000000
0.680392,0.000000,0.000000
1.000000,0.113725,0.113725
1.000000,0.396078,0.396078
0.954902,0.000000,0.000000
0.970588,0.000000,0.000000
0.954902,0.000000,0.000000
1.000000,0.396078,0.396078
0.000000,0.000000,0.519608
0.000000,0.000000,0.354902
0.000000,0.000000,0.300000
0.000000,0.000000,0.354902
0.000000,0.000000,0.519608
0.000000,0.000000,0.343922
0.000000,0.000000,0.475686
0.000000,0.000000,0.398824
0.000000,0.000000,0.475686
0.000000,0.000000,0.343922
0.000000,0.000000,0.300000
0.000000,0.000000,0.409804
0.000000,0.000000,0.310980
0.000000,0.000000,0.409804
0.000000,0.000000,0.300000
0.000000,0.000000,0.300000
0.000000,0.000000,0.376863
0.000000,0.000000,0.300000
0.000000,0.000000,0.376863
0.000000,0.000000,0.300000
0.000000,0.000000,0.739216
0.000000,0.000000,0.530588
0.000000,0.000000,0.420784
0.000000,0.000000,0.530588
0.000000,0.000000,0.739216
